movie_id,actor_id,name,role
84,85035,Bipasha Basu,Actor
85,6384,Keanu Reeves,Actor
85,9195,Hiroyuki Sanada,Actor
85,58593,Kou Shibasaki,Actor
85,13275,Tadanobu Asano,Actor
85,136191,Min Tanaka,Actor
86,16828,Chris Evans,Actor
86,2231,Samuel L. Jackson,Actor
86,1245,Scarlett Johansson,Actor
86,4135,Robert Redford,Actor
86,60898,Sebastian Stan,Actor
87,12073,Mike Myers,Actor
87,776,Eddie Murphy,Actor
87,6941,Cameron Diaz,Actor
87,3131,Antonio Banderas,Actor
87,5823,Julie Andrews,Actor
88,52018,Britt Robertson,Actor
88,1461,George Clooney,Actor
88,1055230,Raffey Cassidy,Actor
88,965224,Thomas Robinson,Actor
88,41419,Hugh Laurie,Actor
89,66580,Scott Adsit,Actor
89,515510,Ryan Potter,Actor
89,82093,Daniel Henney,Actor
89,51990,T.J. Miller,Actor
89,78324,Jamie Chung,Actor
90,4764,John C. Reilly,Actor
90,7404,Sarah Silverman,Actor
90,58737,Jack McBrayer,Actor
90,43775,Jane Lynch,Actor
90,21088,Alan Tudyk,Actor
91,31,Tom Hanks,Actor
91,2169,Michael Jeter,Actor
91,18286,Nona Gaye,Actor
91,42363,Peter Scolari,Actor
91,42362,Eddie Deezen,Actor
92,96066,Liam Hemsworth,Actor
92,4785,Jeff Goldblum,Actor
92,8984,Bill Pullman,Actor
92,1094091,Maika Monroe,Actor
92,6068,Sela Ward,Actor
93,449,Jay Baruchel,Actor
93,17276,Gerard Butler,Actor
93,24264,Craig Ferguson,Actor
93,59174,America Ferrera,Actor
93,21007,Jonah Hill,Actor
94,1100,Arnold Schwarzenegger,Actor
94,6408,Nick Stahl,Actor
94,6194,Claire Danes,Actor
94,7218,Kristanna Loken,Actor
94,7219,David Andrews,Actor
95,73457,Chris Pratt,Actor
95,8691,Zoe Saldana,Actor
95,543530,Dave Bautista,Actor
95,12835,Vin Diesel,Actor
95,51329,Bradley Cooper,Actor
96,10297,Matthew McConaughey,Actor
96,83002,Jessica Chastain,Actor
96,1813,Anne Hathaway,Actor
96,3895,Michael Caine,Actor
96,1893,Casey Affleck,Actor
97,6193,Leonardo DiCaprio,Actor
97,24045,Joseph Gordon-Levitt,Actor
97,27578,Ellen Page,Actor
97,2524,Tom Hardy,Actor
97,3899,Ken Watanabe,Actor
98,1098600,Hiroki Hasegawa,Actor
98,588403,Yutaka Takenouchi,Actor
98,224664,Satomi Ishihara,Actor
98,120690,Kengo Kora,Actor
98,1502395,Matsuo Satoru,Actor
99,1327,Ian McKellen,Actor
99,7060,Martin Freeman,Actor
99,30315,Richard Armitage,Actor
99,1333,Andy Serkis,Actor
99,112,Cate Blanchett,Actor
100,8167,Paul Walker,Actor
100,12835,Vin Diesel,Actor
100,17647,Michelle Rodriguez,Actor
100,22123,Jordana Brewster,Actor
100,10883,Rick Yune,Actor
101,112,Cate Blanchett,Actor
101,287,Brad Pitt,Actor
101,3063,Tilda Swinton,Actor
101,15887,Julia Ormond,Actor
101,18050,Elle Fanning,Actor
102,5530,James McAvoy,Actor
102,17288,Michael Fassbender,Actor
102,72129,Jennifer Lawrence,Actor
102,4724,Kevin Bacon,Actor
102,9827,Rose Byrne,Actor
103,72129,Jennifer Lawrence,Actor
103,27972,Josh Hutcherson,Actor
103,96066,Liam Hemsworth,Actor
103,57755,Woody Harrelson,Actor
103,9281,Elizabeth Banks,Actor
104,2963,Nicolas Cage,Actor
104,449,Jay Baruchel,Actor
104,28782,Monica Bellucci,Actor
104,658,Alfred Molina,Actor
104,20374,Teresa Palmer,Actor
105,6856,Kurt Russell,Actor
105,3037,Richard Dreyfuss,Actor
105,6164,Josh Lucas,Actor
105,6857,Jacinda Barrett,Actor
105,4730,Emmy Rossum,Actor
106,85,Johnny Depp,Actor
106,76070,Mia Wasikowska,Actor
106,1813,Anne Hathaway,Actor
106,1283,Helena Bonham Carter,Actor
106,4566,Alan Rickman,Actor
107,12073,Mike Myers,Actor
107,776,Eddie Murphy,Actor
107,6941,Cameron Diaz,Actor
107,5823,Julie Andrews,Actor
107,3131,Antonio Banderas,Actor
108,52851,Paula Patton,Actor
108,77700,Travis Fimmel,Actor
108,11107,Ben Foster,Actor
108,1038379,Robert Kazinsky,Actor
108,55470,Dominic Cooper,Actor
109,1100,Arnold Schwarzenegger,Actor
109,76512,Jason Clarke,Actor
109,1223786,Emilia Clarke,Actor
109,224181,Jai Courtney,Actor
109,18999,J.K. Simmons,Actor
110,5527,Skandar Keynes,Actor
110,5526,Georgie Henley,Actor
110,11108,Simon Pegg,Actor
110,75170,Gary Sweet,Actor
110,107474,Arthur Angel,Actor
111,880,Ben Affleck,Actor
111,2299,Josh Hartnett,Actor
111,3967,Kate Beckinsale,Actor
111,9777,Cuba Gooding Jr.,Actor
111,10127,Jon Voight,Actor
112,10959,Shia LaBeouf,Actor
112,19536,Josh Duhamel,Actor
112,19537,Megan Fox,Actor
112,19538,Rachael Taylor,Actor
112,8169,Tyrese Gibson,Actor
113,72466,Colin Farrell,Actor
113,11701,Angelina Jolie,Actor
113,5576,Val Kilmer,Actor
113,7499,Jared Leto,Actor
113,1244,Jonathan Rhys Meyers,Actor
114,10980,Daniel Radcliffe,Actor
114,10989,Rupert Grint,Actor
114,10990,Emma Watson,Actor
114,5658,Michael Gambon,Actor
114,5469,Ralph Fiennes,Actor
115,10980,Daniel Radcliffe,Actor
115,10989,Rupert Grint,Actor
115,10990,Emma Watson,Actor
115,5469,Ralph Fiennes,Actor
115,5658,Michael Gambon,Actor
116,2888,Will Smith,Actor
116,6885,Charlize Theron,Actor
116,23532,Jason Bateman,Actor
116,66658,Jae Head,Actor
116,1665,Eddie Marsan,Actor
117,2888,Will Smith,Actor
117,8602,Alice Braga,Actor
117,49918,Charlie Tahan,Actor
117,53918,Salli Richardson-Whitfield,Actor
117,49920,Willow Smith,Actor
118,85,Johnny Depp,Actor
118,1281,Freddie Highmore,Actor
118,1282,David Kelly,Actor
118,1285,AnnaSophia Robb,Actor
118,1286,Julia Winter,Actor
119,10872,Patton Oswalt,Actor
119,65,Ian Holm,Actor
119,7962,Lou Romano,Actor
119,6197,Brian Dennehy,Actor
119,21198,Peter Sohn,Actor
120,3894,Christian Bale,Actor
120,3895,Michael Caine,Actor
120,3896,Liam Neeson,Actor
120,3897,Katie Holmes,Actor
120,64,Gary Oldman,Actor
121,7399,Ben Stiller,Actor
121,9575,Jada Pinkett Smith,Actor
121,14409,David Schwimmer,Actor
121,2632,Chris Rock,Actor
121,5726,Cedric the Entertainer,Actor
122,7399,Ben Stiller,Actor
122,9273,Amy Adams,Actor
122,887,Owen Wilson,Actor
122,5587,Hank Azaria,Actor
122,2157,Robin Williams,Actor
123,6968,Hugh Jackman,Actor
123,23626,Liev Schreiber,Actor
123,6413,Danny Huston,Actor
123,21044,Lynn Collins,Actor
123,10859,Ryan Reynolds,Actor
124,6384,Keanu Reeves,Actor
124,2975,Laurence Fishburne,Actor
124,530,Carrie-Anne Moss,Actor
124,1331,Hugo Weaving,Actor
124,9572,Mary Alice,Actor
125,40462,Kristen Bell,Actor
125,19394,Idina Menzel,Actor
125,221611,Jonathan Groff,Actor
125,54415,Josh Gad,Actor
125,1188241,Santino Fontana,Actor
126,6384,Keanu Reeves,Actor
126,530,Carrie-Anne Moss,Actor
126,2975,Laurence Fishburne,Actor
126,1331,Hugo Weaving,Actor
126,9443,Helmut Bakaitis,Actor
127,74568,Chris Hemsworth,Actor
127,524,Natalie Portman,Actor
127,91606,Tom Hiddleston,Actor
127,4173,Anthony Hopkins,Actor
127,2040,Christopher Eccleston,Actor
128,2524,Tom Hardy,Actor
128,6885,Charlize Theron,Actor
128,3292,Nicholas Hoult,Actor
128,26060,Hugh Keays-Byrne,Actor
128,1056053,Josh Helman,Actor
129,31,Tom Hanks,Actor
129,3061,Ewan McGregor,Actor
129,8786,Ayelet Zurer,Actor
129,1640,Stellan Skarsg\u00e5rd,Actor
129,17839,Pierfrancesco Favino,Actor
130,74568,Chris Hemsworth,Actor
130,524,Natalie Portman,Actor
130,91606,Tom Hiddleston,Actor
130,4173,Anthony Hopkins,Actor
130,1640,Stellan Skarsg\u00e5rd,Actor
131,8891,John Travolta,Actor
131,76594,Miley Cyrus,Actor
131,56910,Susie Essman,Actor
131,61423,Mark Walton,Actor
131,56890,Malcolm McDowell,Actor
132,6807,Sam Rockwell,Actor
132,955,Pen\u00e9lope Cruz,Actor
132,56903,Tracy Morgan,Actor
132,15277,Jon Favreau,Actor
132,884,Steve Buscemi,Actor
133,65731,Sam Worthington,Actor
133,3896,Liam Neeson,Actor
133,5469,Ralph Fiennes,Actor
133,25616,Edgar Ram\u00edrez,Actor
133,20286,Toby Kebbell,Actor
134,85,Johnny Depp,Actor
134,1160,Michelle Pfeiffer,Actor
134,1283,Helena Bonham Carter,Actor
134,17183,Jackie Earle Haley,Actor
134,9012,Jonny Lee Miller,Actor
135,500,Tom Cruise,Actor
135,933238,Rebecca Ferguson,Actor
135,11108,Simon Pegg,Actor
135,17604,Jeremy Renner,Actor
135,10182,Ving Rhames,Actor
136,1121,Benicio del Toro,Actor
136,4173,Anthony Hopkins,Actor
136,5081,Emily Blunt,Actor
136,1331,Hugo Weaving,Actor
136,119684,Cristina Contes,Actor
137,16377,Jerry Seinfeld,Actor
137,9137,Ren\u00e9e Zellweger,Actor
137,12077,Jim Cummings,Actor
137,4756,Matthew Broderick,Actor
137,9657,Patrick Warburton,Actor
138,70851,Jack Black,Actor
138,11701,Angelina Jolie,Actor
138,4483,Dustin Hoffman,Actor
138,64,Gary Oldman,Actor
138,18897,Jackie Chan,Actor
139,88816,Noah Ringer,Actor
139,61186,Nicola Peltz,Actor
139,84215,Jackson Rathbone,Actor
139,76788,Dev Patel,Actor
139,17857,Shaun Toub,Actor
140,500,Tom Cruise,Actor
140,1233,Philip Seymour Hoffman,Actor
140,10182,Ving Rhames,Actor
140,8289,Billy Crudup,Actor
140,1244,Jonathan Rhys Meyers,Actor
141,38673,Channing Tatum,Actor
141,134,Jamie Foxx,Actor
141,125025,Joey King,Actor
141,1579,Maggie Gyllenhaal,Actor
141,28633,Richard Jenkins,Actor
142,13922,Seth Green,Actor
142,3234,Joan Cusack,Actor
142,58873,Dan Fogler,Actor
142,33654,Breckin Meyer,Actor
142,78197,Elisabeth Harnois,Actor
143,6968,Hugh Jackman,Actor
143,204,Kate Winslet,Actor
143,1327,Ian McKellen,Actor
143,1003,Jean Reno,Actor
143,2440,Bill Nighy,Actor
144,1313583,Levi Miller,Actor
144,9828,Garrett Hedlund,Actor
144,6968,Hugh Jackman,Actor
144,108916,Rooney Mara,Actor
144,71070,Amanda Seyfried,Actor
145,15232,Ty Burrell,Actor
145,558928,Max Charles,Actor
145,42160,Ariel Winter,Actor
145,19,Allison Janney,Actor
145,475512,Ellie Kemper,Actor
146,287,Brad Pitt,Actor
146,114,Orlando Bloom,Actor
146,8783,Eric Bana,Actor
146,1248,Brian Cox,Actor
146,48,Sean Bean,Actor
147,7399,Ben Stiller,Actor
147,6730,Sacha Baron Cohen,Actor
147,14409,David Schwimmer,Actor
147,3910,Frances McDormand,Actor
147,2632,Chris Rock,Actor
148,517,Pierce Brosnan,Actor
148,4587,Halle Berry,Actor
148,10882,Rosamund Pike,Actor
148,10883,Rick Yune,Actor
148,10881,Toby Stephens,Actor
149,55536,Melissa McCarthy,Actor
149,41091,Kristen Wiig,Actor
149,1240487,Kate McKinnon,Actor
149,168452,Leslie Jones,Actor
149,74568,Chris Hemsworth,Actor
150,62,Bruce Willis,Actor
150,879,Billy Bob Thornton,Actor
150,880,Ben Affleck,Actor
150,882,Liv Tyler,Actor
150,883,Will Patton,Actor
151,2176,Tommy Lee Jones,Actor
151,2888,Will Smith,Actor
151,9626,Rip Torn,Actor
151,6684,Lara Flynn Boyle,Actor
151,9656,Johnny Knoxville,Actor
152,5538,Ray Winstone,Actor
152,11701,Angelina Jolie,Actor
152,4173,Anthony Hopkins,Actor
152,32,Robin Wright,Actor
152,6949,John Malkovich,Actor
153,70851,Jack Black,Actor
153,17419,Bryan Cranston,Actor
153,4483,Dustin Hoffman,Actor
153,11701,Angelina Jolie,Actor
153,18999,J.K. Simmons,Actor
154,500,Tom Cruise,Actor
154,17604,Jeremy Renner,Actor
154,11108,Simon Pegg,Actor
154,52851,Paula Patton,Actor
154,72118,Anil Kapoor,Actor
155,62064,Chris Pine,Actor
155,7447,Alec Baldwin,Actor
155,9642,Jude Law,Actor
155,52848,Isla Fisher,Actor
155,6968,Hugh Jackman,Actor
156,206,Jim Carrey,Actor
156,4939,T\u00e9a Leoni,Actor
156,7447,Alec Baldwin,Actor
156,28633,Richard Jenkins,Actor
156,52929,Angie Harmon,Actor
157,500,Tom Cruise,Actor
157,3899,Ken Watanabe,Actor
157,7676,William Atherton,Actor
157,9186,Chad Lindberg,Actor
157,9188,Billy Connolly,Actor
158,3894,Christian Bale,Actor
158,33192,Joel Edgerton,Actor
158,1241,John Turturro,Actor
158,84497,Aaron Paul,Actor
158,77335,Ben Mendelsohn,Actor
159,62064,Chris Pine,Actor
